,CPIAUCSL,Regime,Country,Field,Field2,Value
1953-10-01,0.009741476208317668,DISINFLATION,US,INF_YOY,,
1953-11-01,0.005994754589734086,DISINFLATION,US,INF_YOY,,
1953-12-01,0.005990265818045737,DISINFLATION,US,INF_YOY,,
1954-01-01,0.011261261261261257,DISINFLATION,US,INF_YOY,,
1954-02-01,0.015043249341857745,DISINFLATION,US,INF_YOY,,
1954-03-01,0.011265490048817162,DISINFLATION,US,INF_YOY,,
1954-04-01,0.006369426751592355,DISINFLATION,US,INF_YOY,,
1954-05-01,0.008614232209737782,DISINFLATION,US,INF_YOY,,
1954-06-01,0.00635039223010847,DISINFLATION,US,INF_YOY,,
1954-07-01,0.0026129152668905586,DISINFLATION,US,INF_YOY,,
1954-08-01,0.0,DISINFLATION,US,INF_YOY,,
1954-09-01,-0.002975083674228385,DISINFLATION,US,INF_YOY,,
1954-10-01,-0.008534322820037077,DISINFLATION,US,INF_YOY,,
1954-11-01,-0.0026070763500931626,DISINFLATION,US,INF_YOY,,
1954-12-01,-0.0037216226274656705,DISINFLATION,US,INF_YOY,,
1955-01-01,-0.006310319227913919,DISINFLATION,US,INF_YOY,,
1955-02-01,-0.006298629121896937,DISINFLATION,US,INF_YOY,,
1955-03-01,-0.00519866320089124,DISINFLATION,US,INF_YOY,,
1955-04-01,-0.002606105733432673,DISINFLATION,US,INF_YOY,,
1955-05-01,-0.005941329372447068,DISINFLATION,US,INF_YOY,,
1955-06-01,-0.008537490720118779,DISINFLATION,US,INF_YOY,,
1955-07-01,-0.0037230081906179935,REFLATION,US,INF_YOY,,
1955-08-01,-0.00484171322160154,REFLATION,US,INF_YOY,,
1955-09-01,0.0014919806042521522,REFLATION,US,INF_YOY,,
1955-10-01,0.0037425149700598404,REFLATION,US,INF_YOY,,
1955-11-01,0.0037341299477220424,REFLATION,US,INF_YOY,,
1955-12-01,0.0037355248412402897,REFLATION,US,INF_YOY,,
1956-01-01,0.002241314904743996,REFLATION,US,INF_YOY,,
1956-02-01,0.001491424310216205,REFLATION,US,INF_YOY,,
1956-03-01,0.0037327360955581312,REFLATION,US,INF_YOY,,
1956-04-01,0.005225830533781339,REFLATION,US,INF_YOY,,
1956-05-01,0.009712364587224576,REFLATION,US,INF_YOY,,
1956-06-01,0.01647323099962561,REFLATION,US,INF_YOY,,
1956-07-01,0.019805680119581393,REFLATION,US,INF_YOY,,
1956-08-01,0.02208083832335328,REFLATION,US,INF_YOY,,
1956-09-01,0.01862197392923659,REFLATION,US,INF_YOY,,
1956-10-01,0.02572706935123037,REFLATION,US,INF_YOY,,
1956-11-01,0.0234375,REFLATION,US,INF_YOY,,
1956-12-01,0.028284331968738252,REFLATION,US,INF_YOY,,
1957-01-01,0.03130823704808061,REFLATION,US,INF_YOY,,
1957-02-01,0.034996276991809516,REFLATION,US,INF_YOY,,
1957-03-01,0.03607288955001864,REFLATION,US,INF_YOY,,
1957-04-01,0.03713330857779429,REFLATION,US,INF_YOY,,
1957-05-01,0.03588605253422128,DISINFLATION,US,INF_YOY,,
1957-06-01,0.0353591160220994,DISINFLATION,US,INF_YOY,,
1957-07-01,0.03297911322828884,DISINFLATION,US,INF_YOY,,
1957-08-01,0.03551812522885389,DISINFLATION,US,INF_YOY,,
1957-09-01,0.03546617915904937,DISINFLATION,US,INF_YOY,,
1957-10-01,0.02944383860414379,DISINFLATION,US,INF_YOY,,
1957-11-01,0.03271537622682663,DISINFLATION,US,INF_YOY,,
1957-12-01,0.030401737242128135,DISINFLATION,US,INF_YOY,,
1958-01-01,0.035056017347307566,DISINFLATION,US,INF_YOY,,
1958-02-01,0.03237410071942448,DISINFLATION,US,INF_YOY,,
1958-03-01,0.03625269203158665,DISINFLATION,US,INF_YOY,,
1958-04-01,0.036161833154314316,DISINFLATION,US,INF_YOY,,
1958-05-01,0.033571428571428585,DISINFLATION,US,INF_YOY,,
1958-06-01,0.028459622909996485,DISINFLATION,US,INF_YOY,,
1958-07-01,0.02483150053210359,DISINFLATION,US,INF_YOY,,
1958-08-01,0.023338048090523422,DISINFLATION,US,INF_YOY,,
1958-09-01,0.02083333333333326,DISINFLATION,US,INF_YOY,,
1958-10-01,0.02083333333333326,DISINFLATION,US,INF_YOY,,
1958-11-01,0.019007391763463444,DISINFLATION,US,INF_YOY,,
1958-12-01,0.017562346329469625,DISINFLATION,US,INF_YOY,,
1959-01-01,0.012918994413407825,DISINFLATION,US,INF_YOY,,
1959-02-01,0.010452961672473782,DISINFLATION,US,INF_YOY,,
1959-03-01,0.003463803255975062,DISINFLATION,US,INF_YOY,,
1959-04-01,0.0013821700069107656,DISINFLATION,US,INF_YOY,,
1959-05-01,0.003455425017277136,REFLATION,US,INF_YOY,,
1959-06-01,0.006918021445866396,REFLATION,US,INF_YOY,,
1959-07-01,0.008999653859466772,REFLATION,US,INF_YOY,,
1959-08-01,0.008293020041465038,REFLATION,US,INF_YOY,,
1959-09-01,0.011760636457972984,REFLATION,US,INF_YOY,,
1959-10-01,0.015219647180906293,REFLATION,US,INF_YOY,,
1959-11-01,0.013816925734024155,REFLATION,US,INF_YOY,,
1959-12-01,0.015188125647221273,REFLATION,US,INF_YOY,,
1960-01-01,0.012409513960703222,REFLATION,US,INF_YOY,,
1960-02-01,0.014137931034482687,REFLATION,US,INF_YOY,,
1960-03-01,0.015188125647221273,REFLATION,US,INF_YOY,,
1960-04-01,0.019323671497584405,REFLATION,US,INF_YOY,,
1960-05-01,0.018250688705234275,REFLATION,US,INF_YOY,,
1960-06-01,0.017176228100309165,REFLATION,US,INF_YOY,,
1960-07-01,0.013722126929674117,REFLATION,US,INF_YOY,,
1960-08-01,0.01473612063056895,REFLATION,US,INF_YOY,,
1960-09-01,0.012307692307692353,REFLATION,US,INF_YOY,,
1960-10-01,0.013628620102214661,REFLATION,US,INF_YOY,,
1960-11-01,0.014650766609880739,REFLATION,US,INF_YOY,,
1960-12-01,0.013600816048962905,REFLATION,US,INF_YOY,,
1961-01-01,0.016002723867892366,REFLATION,US,INF_YOY,,
1961-02-01,0.014620877252635056,REFLATION,US,INF_YOY,,
1961-03-01,0.014620877252635056,REFLATION,US,INF_YOY,,
1961-04-01,0.009140148950575577,REFLATION,US,INF_YOY,,
1961-05-01,0.009130875887723988,REFLATION,US,INF_YOY,,
1961-06-01,0.0077676460655184965,REFLATION,US,INF_YOY,,
1961-07-01,0.012521150592216701,REFLATION,US,INF_YOY,,
1961-08-01,0.011144883485309176,REFLATION,US,INF_YOY,,
1961-09-01,0.012495778453225359,REFLATION,US,INF_YOY,,
1961-10-01,0.007731092436974896,REFLATION,US,INF_YOY,,
1961-11-01,0.00671591672263272,REFLATION,US,INF_YOY,,
1961-12-01,0.006709158000671067,REFLATION,US,INF_YOY,,
1962-01-01,0.006702412868632601,REFLATION,US,INF_YOY,,
1962-02-01,0.009048257372654245,REFLATION,US,INF_YOY,,
1962-03-01,0.011058981233244003,REFLATION,US,INF_YOY,,
1962-04-01,0.013418316001341912,REFLATION,US,INF_YOY,,
1962-05-01,0.013404825737265424,REFLATION,US,INF_YOY,,
1962-06-01,0.012399463806970434,REFLATION,US,INF_YOY,,
1962-07-01,0.010026737967914423,REFLATION,US,INF_YOY,,
1962-08-01,0.011356045424181671,REFLATION,US,INF_YOY,,
1962-09-01,0.014676450967311627,REFLATION,US,INF_YOY,,
1962-10-01,0.013342228152101399,REFLATION,US,INF_YOY,,
1962-11-01,0.013342228152101399,REFLATION,US,INF_YOY,,
1962-12-01,0.012329223592135952,REFLATION,US,INF_YOY,,
1963-01-01,0.013315579227696439,REFLATION,US,INF_YOY,,
1963-02-01,0.012288276320159497,REFLATION,US,INF_YOY,,
1963-03-01,0.011269472986410234,REFLATION,US,INF_YOY,,
1963-04-01,0.00893743793445867,REFLATION,US,INF_YOY,,
1963-05-01,0.008928571428571619,REFLATION,US,INF_YOY,,
1963-06-01,0.013240648791790655,REFLATION,US,INF_YOY,,
1963-07-01,0.015552614162806178,REFLATION,US,INF_YOY,,
1963-08-01,0.015521796565389767,REFLATION,US,INF_YOY,,
1963-09-01,0.009861932938855844,REFLATION,US,INF_YOY,,
1963-10-01,0.012179065174456882,REFLATION,US,INF_YOY,,
1963-11-01,0.013166556945358954,REFLATION,US,INF_YOY,,
1963-12-01,0.016458196181698526,REFLATION,US,INF_YOY,,
1964-01-01,0.016425755584756896,REFLATION,US,INF_YOY,,
1964-02-01,0.014107611548556331,REFLATION,US,INF_YOY,,
1964-03-01,0.014093739757456536,REFLATION,US,INF_YOY,,
1964-04-01,0.015419947506561726,REFLATION,US,INF_YOY,,
1964-05-01,0.015404785316289749,REFLATION,US,INF_YOY,,
1964-06-01,0.013067624959163693,REFLATION,US,INF_YOY,,
1964-07-01,0.010752688172043001,REFLATION,US,INF_YOY,,
1964-08-01,0.009756097560975618,REFLATION,US,INF_YOY,,
1964-09-01,0.01171875,REFLATION,US,INF_YOY,,
1964-10-01,0.012032520325203189,REFLATION,US,INF_YOY,,
1964-11-01,0.013970110461338558,REFLATION,US,INF_YOY,,
1964-12-01,0.011981865284974136,REFLATION,US,INF_YOY,,
1965-01-01,0.01098901098901095,REFLATION,US,INF_YOY,,
1965-02-01,0.011970236169524417,REFLATION,US,INF_YOY,,
1965-03-01,0.011958629605688387,REFLATION,US,INF_YOY,,
1965-04-01,0.013893376413570246,REFLATION,US,INF_YOY,,
1965-05-01,0.0161394448030987,REFLATION,US,INF_YOY,,
1965-06-01,0.019348597226700903,REFLATION,US,INF_YOY,,
1965-07-01,0.01805286911669879,REFLATION,US,INF_YOY,,
1965-08-01,0.016103059581320522,REFLATION,US,INF_YOY,,
1965-09-01,0.01737451737451745,REFLATION,US,INF_YOY,,
1965-10-01,0.017030848329048665,REFLATION,US,INF_YOY,,
1965-11-01,0.017302146747837144,REFLATION,US,INF_YOY,,
1965-12-01,0.019200000000000106,REFLATION,US,INF_YOY,,
1966-01-01,0.019181585677749302,REFLATION,US,INF_YOY,,
1966-02-01,0.025575447570332477,FIRE,US,INF_YOY,,
1966-03-01,0.027786649632705274,FIRE,US,INF_YOY,,
1966-04-01,0.028680688336520044,FIRE,US,INF_YOY,,
1966-05-01,0.02763659466327839,FIRE,US,INF_YOY,,
1966-06-01,0.024359379943056148,FIRE,US,INF_YOY,,
1966-07-01,0.02754908169727699,FIRE,US,INF_YOY,,
1966-08-01,0.034865293185419866,FIRE,US,INF_YOY,,
1966-09-01,0.035736875395319334,FIRE,US,INF_YOY,,
1966-10-01,0.03791469194312813,FIRE,US,INF_YOY,,
1966-11-01,0.03559055118110255,FIRE,US,INF_YOY,,
1966-12-01,0.033594976452119285,FIRE,US,INF_YOY,,
1967-01-01,0.0319949811794229,FIRE,US,INF_YOY,,
1967-02-01,0.028678304239401653,FIRE,US,INF_YOY,,
1967-03-01,0.025481665630826544,FIRE,US,INF_YOY,,
1967-04-01,0.025402726146220633,FIRE,US,INF_YOY,,
1967-05-01,0.023183925811437467,FIRE,US,INF_YOY,,
1967-06-01,0.028412600370598895,FIRE,US,INF_YOY,,
1967-07-01,0.029275808936825687,FIRE,US,INF_YOY,,
1967-08-01,0.026033690658499253,FIRE,US,INF_YOY,,
1967-09-01,0.025954198473282508,FIRE,US,INF_YOY,,
1967-10-01,0.025875190258751957,FIRE,US,INF_YOY,,
1967-11-01,0.0310218978102188,FIRE,US,INF_YOY,,
1967-12-01,0.03280680437424044,FIRE,US,INF_YOY,,
1968-01-01,0.03647416413373872,FIRE,US,INF_YOY,,
1968-02-01,0.036363636363636376,FIRE,US,INF_YOY,,
1968-03-01,0.039393939393939315,FIRE,US,INF_YOY,,
1968-04-01,0.0392749244712991,FIRE,US,INF_YOY,,
1968-05-01,0.04229607250755274,FIRE,US,INF_YOY,,
1968-06-01,0.042042042042042205,FIRE,US,INF_YOY,,
1968-07-01,0.04491017964071853,FIRE,US,INF_YOY,,
1968-08-01,0.04477611940298498,FIRE,US,INF_YOY,,
1968-09-01,0.044642857142857206,FIRE,US,INF_YOY,,
1968-10-01,0.047477744807121525,FIRE,US,INF_YOY,,
1968-11-01,0.04424778761061954,FIRE,US,INF_YOY,,
1968-12-01,0.04705882352941182,FIRE,US,INF_YOY,,
1969-01-01,0.04692082111436946,FIRE,US,INF_YOY,,
1969-02-01,0.04678362573099393,FIRE,US,INF_YOY,,
1969-03-01,0.05247813411078739,FIRE,US,INF_YOY,,
1969-04-01,0.05523255813953476,FIRE,US,INF_YOY,,
1969-05-01,0.05507246376811592,FIRE,US,INF_YOY,,
1969-06-01,0.054755043227665556,FIRE,US,INF_YOY,,
1969-07-01,0.054441260744985565,FIRE,US,INF_YOY,,
1969-08-01,0.05428571428571427,FIRE,US,INF_YOY,,
1969-09-01,0.056980056980056926,FIRE,US,INF_YOY,,
1969-10-01,0.056657223796034106,FIRE,US,INF_YOY,,
1969-11-01,0.05932203389830515,FIRE,US,INF_YOY,,
1969-12-01,0.0589887640449438,FIRE,US,INF_YOY,,
1970-01-01,0.06162464985994376,FIRE,US,INF_YOY,,
1970-02-01,0.06424581005586605,FIRE,US,INF_YOY,,
1970-03-01,0.06094182825484751,DISINFLATION,US,INF_YOY,,
1970-04-01,0.060606060606060774,DISINFLATION,US,INF_YOY,,
1970-05-01,0.06043956043956045,DISINFLATION,US,INF_YOY,,
1970-06-01,0.060109289617486183,DISINFLATION,US,INF_YOY,,
1970-07-01,0.057065217391304435,DISINFLATION,US,INF_YOY,,
1970-08-01,0.05691056910569103,DISINFLATION,US,INF_YOY,,
1970-09-01,0.05660377358490565,DISINFLATION,US,INF_YOY,,
1970-10-01,0.05630026809651478,DISINFLATION,US,INF_YOY,,
1970-11-01,0.05600000000000005,DISINFLATION,US,INF_YOY,,
1970-12-01,0.055702917771883076,DISINFLATION,US,INF_YOY,,
1971-01-01,0.05277044854881274,DISINFLATION,US,INF_YOY,,
1971-02-01,0.04724409448818889,DISINFLATION,US,INF_YOY,,
1971-03-01,0.044386422976501416,DISINFLATION,US,INF_YOY,,
1971-04-01,0.04155844155844157,DISINFLATION,US,INF_YOY,,
1971-05-01,0.04404145077720201,DISINFLATION,US,INF_YOY,,
1971-06-01,0.04381443298969079,DISINFLATION,US,INF_YOY,,
1971-07-01,0.04370179948586128,DISINFLATION,US,INF_YOY,,
1971-08-01,0.04358974358974366,DISINFLATION,US,INF_YOY,,
1971-09-01,0.04081632653061207,DISINFLATION,US,INF_YOY,,
1971-10-01,0.038071065989847774,DISINFLATION,US,INF_YOY,,
1971-11-01,0.03535353535353525,DISINFLATION,US,INF_YOY,,
1971-12-01,0.03266331658291466,DISINFLATION,US,INF_YOY,,
1972-01-01,0.03258145363408538,DISINFLATION,US,INF_YOY,,
1972-02-01,0.03759398496240607,DISINFLATION,US,INF_YOY,,
1972-03-01,0.03499999999999992,DISINFLATION,US,INF_YOY,,
1972-04-01,0.034912718204488824,DISINFLATION,US,INF_YOY,,
1972-05-01,0.032258064516129226,DISINFLATION,US,INF_YOY,,
1972-06-01,0.029629629629629672,DISINFLATION,US,INF_YOY,,
1972-07-01,0.029556650246305383,DISINFLATION,US,INF_YOY,,
1972-08-01,0.029484029484029284,DISINFLATION,US,INF_YOY,,
1972-09-01,0.031862745098039325,FIRE,US,INF_YOY,,
1972-10-01,0.03178484107579482,FIRE,US,INF_YOY,,
1972-11-01,0.034146341463414664,FIRE,US,INF_YOY,,
1972-12-01,0.03406326034063256,FIRE,US,INF_YOY,,
1973-01-01,0.03640776699029136,FIRE,US,INF_YOY,,
1973-02-01,0.03864734299516903,FIRE,US,INF_YOY,,
1973-03-01,0.048309178743961345,FIRE,US,INF_YOY,,
1973-04-01,0.053012048192771166,FIRE,US,INF_YOY,,
1973-05-01,0.05528846153846145,FIRE,US,INF_YOY,,
1973-06-01,0.05995203836930463,FIRE,US,INF_YOY,,
1973-07-01,0.05741626794258381,FIRE,US,INF_YOY,,
1973-08-01,0.07398568019093088,FIRE,US,INF_YOY,,
1973-09-01,0.07363420427553447,FIRE,US,INF_YOY,,
1973-10-01,0.08056872037914697,FIRE,US,INF_YOY,,
1973-11-01,0.08254716981132071,FIRE,US,INF_YOY,,
1973-12-01,0.0894117647058823,FIRE,US,INF_YOY,,
1974-01-01,0.09601873536299754,FIRE,US,INF_YOY,,
1974-02-01,0.09999999999999987,FIRE,US,INF_YOY,,
1974-03-01,0.10138248847926268,FIRE,US,INF_YOY,,
1974-04-01,0.10068649885583514,FIRE,US,INF_YOY,,
1974-05-01,0.1070615034168565,FIRE,US,INF_YOY,,
1974-06-01,0.10859728506787314,FIRE,US,INF_YOY,,
1974-07-01,0.1153846153846152,FIRE,US,INF_YOY,,
1974-08-01,0.10888888888888881,FIRE,US,INF_YOY,,
1974-09-01,0.11946902654867242,FIRE,US,INF_YOY,,
1974-10-01,0.11842105263157898,FIRE,US,INF_YOY,,
1974-11-01,0.12200435729847503,FIRE,US,INF_YOY,,
1974-12-01,0.12095032397408212,DISINFLATION,US,INF_YOY,,
1975-01-01,0.11752136752136755,DISINFLATION,US,INF_YOY,,
1975-02-01,0.11205073995771686,DISINFLATION,US,INF_YOY,,
1975-03-01,0.10460251046025104,DISINFLATION,US,INF_YOY,,
1975-04-01,0.10187110187110182,DISINFLATION,US,INF_YOY,,
1975-05-01,0.09259259259259256,DISINFLATION,US,INF_YOY,,
1975-06-01,0.09183673469387754,DISINFLATION,US,INF_YOY,,
1975-07-01,0.09533468559837743,DISINFLATION,US,INF_YOY,,
1975-08-01,0.08617234468937895,DISINFLATION,US,INF_YOY,,
1975-09-01,0.07905138339920947,DISINFLATION,US,INF_YOY,,
1975-10-01,0.07647058823529407,DISINFLATION,US,INF_YOY,,
1975-11-01,0.0737864077669903,DISINFLATION,US,INF_YOY,,
1975-12-01,0.07129094412331405,DISINFLATION,US,INF_YOY,,
1976-01-01,0.06692160611854692,DISINFLATION,US,INF_YOY,,
1976-02-01,0.06273764258555126,DISINFLATION,US,INF_YOY,,
1976-03-01,0.06060606060606055,DISINFLATION,US,INF_YOY,,
1976-04-01,0.05849056603773595,DISINFLATION,US,INF_YOY,,
1976-05-01,0.062146892655367214,DISINFLATION,US,INF_YOY,,
1976-06-01,0.059813084112149584,DISINFLATION,US,INF_YOY,,
1976-07-01,0.05555555555555558,DISINFLATION,US,INF_YOY,,
1976-08-01,0.05719557195571956,DISINFLATION,US,INF_YOY,,
1976-09-01,0.05494505494505497,DISINFLATION,US,INF_YOY,,
1976-10-01,0.05464480874316946,DISINFLATION,US,INF_YOY,,
1976-11-01,0.05063291139240511,DISINFLATION,US,INF_YOY,,
1976-12-01,0.050359712230215736,DISINFLATION,US,INF_YOY,,
1977-01-01,0.051971326164874654,FIRE,US,INF_YOY,,
1977-02-01,0.06082289803220031,FIRE,US,INF_YOY,,
1977-03-01,0.06428571428571428,FIRE,US,INF_YOY,,
1977-04-01,0.06951871657754016,FIRE,US,INF_YOY,,
1977-05-01,0.06737588652482285,FIRE,US,INF_YOY,,
1977-06-01,0.06701940035273357,FIRE,US,INF_YOY,,
1977-07-01,0.06666666666666665,FIRE,US,INF_YOY,,
1977-08-01,0.06631762652705064,FIRE,US,INF_YOY,,
1977-09-01,0.06423611111111094,FIRE,US,INF_YOY,,
1977-10-01,0.06390328151986191,FIRE,US,INF_YOY,,
1977-11-01,0.06712564543889843,FIRE,US,INF_YOY,,
1977-12-01,0.0667808219178081,FIRE,US,INF_YOY,,
1978-01-01,0.0681431005110733,FIRE,US,INF_YOY,,
1978-02-01,0.062394603709949426,FIRE,US,INF_YOY,,
1978-03-01,0.06375838926174482,FIRE,US,INF_YOY,,
1978-04-01,0.06499999999999995,FIRE,US,INF_YOY,,
1978-05-01,0.0714285714285714,FIRE,US,INF_YOY,,
1978-06-01,0.07438016528925617,FIRE,US,INF_YOY,,
1978-07-01,0.07730263157894735,FIRE,US,INF_YOY,,
1978-08-01,0.07855973813420625,FIRE,US,INF_YOY,,
1978-09-01,0.08482871125611746,FIRE,US,INF_YOY,,
1978-10-01,0.08928571428571419,FIRE,US,INF_YOY,,
1978-11-01,0.08870967741935476,FIRE,US,INF_YOY,,
1978-12-01,0.08988764044943842,FIRE,US,INF_YOY,,
1979-01-01,0.09250398724082931,FIRE,US,INF_YOY,,
1979-02-01,0.09841269841269851,FIRE,US,INF_YOY,,
1979-03-01,0.10252365930599372,FIRE,US,INF_YOY,,
1979-04-01,0.10485133020344284,FIRE,US,INF_YOY,,
1979-05-01,0.10697674418604652,FIRE,US,INF_YOY,,
1979-06-01,0.11076923076923073,FIRE,US,INF_YOY,,
1979-07-01,0.11450381679389321,FIRE,US,INF_YOY,,
1979-08-01,0.11836115326251884,FIRE,US,INF_YOY,,
1979-09-01,0.11879699248120312,FIRE,US,INF_YOY,,
1979-10-01,0.12071535022354718,FIRE,US,INF_YOY,,
1979-11-01,0.125925925925926,FIRE,US,INF_YOY,,
1979-12-01,0.13254786450662737,FIRE,US,INF_YOY,,
1980-01-01,0.13868613138686126,FIRE,US,INF_YOY,,
1980-02-01,0.14161849710982644,FIRE,US,INF_YOY,,
1980-03-01,0.14592274678111572,FIRE,US,INF_YOY,,
1980-04-01,0.1458923512747876,DISINFLATION,US,INF_YOY,,
1980-05-01,0.14425770308123242,DISINFLATION,US,INF_YOY,,
1980-06-01,0.1426592797783932,DISINFLATION,US,INF_YOY,,
1980-07-01,0.1315068493150684,DISINFLATION,US,INF_YOY,,
1980-08-01,0.12890094979647215,DISINFLATION,US,INF_YOY,,
1980-09-01,0.12768817204301075,DISINFLATION,US,INF_YOY,,
1980-10-01,0.12632978723404253,DISINFLATION,US,INF_YOY,,
1980-11-01,0.12631578947368416,DISINFLATION,US,INF_YOY,,
1980-12-01,0.12353706111833551,DISINFLATION,US,INF_YOY,,
1981-01-01,0.11794871794871797,DISINFLATION,US,INF_YOY,,
1981-02-01,0.11392405063291133,DISINFLATION,US,INF_YOY,,
1981-03-01,0.10611735330836458,DISINFLATION,US,INF_YOY,,
1981-04-01,0.10135970333745359,DISINFLATION,US,INF_YOY,,
1981-05-01,0.0979192166462668,DISINFLATION,US,INF_YOY,,
1981-06-01,0.09696969696969693,DISINFLATION,US,INF_YOY,,
1981-07-01,0.10774818401937059,DISINFLATION,US,INF_YOY,,
1981-08-01,0.10817307692307687,DISINFLATION,US,INF_YOY,,
1981-09-01,0.1096543504171632,DISINFLATION,US,INF_YOY,,
1981-10-01,0.10271546635182993,DISINFLATION,US,INF_YOY,,
1981-11-01,0.09579439252336464,DISINFLATION,US,INF_YOY,,
1981-12-01,0.08912037037037024,DISINFLATION,US,INF_YOY,,
1982-01-01,0.08256880733944949,DISINFLATION,US,INF_YOY,,
1982-02-01,0.07613636363636367,DISINFLATION,US,INF_YOY,,
1982-03-01,0.06884875846501148,DISINFLATION,US,INF_YOY,,
1982-04-01,0.06621773288439958,DISINFLATION,US,INF_YOY,,
1982-05-01,0.06911928651059096,DISINFLATION,US,INF_YOY,,
1982-06-01,0.07182320441988943,DISINFLATION,US,INF_YOY,,
1982-07-01,0.06557377049180335,DISINFLATION,US,INF_YOY,,
1982-08-01,0.05965292841648595,DISINFLATION,US,INF_YOY,,
